"Wiretap Table A-1. United States District Courts
Report of Court-Authorized Intercepts of Wire, Oral, or Electronic Communications Pursuant to 18 U.S.C. 2519
FLORIDA SOUTHERN,2018-75807,"SCOLA, JR.",NA,OTHER,"OM,WC","D,H",43193.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,61.0,61,"1,825","1,270",66500.0,4500.0,24.0,0.0,2.0,0.0,0.0,0.0,,
FLORIDA SOUTHERN,2018-75808,"SCOLA, JR.",NA,OTHER,"OM,WC","D,H",43244.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,71.0,79,"2,128","1,756",78000.0,5000.0,24.0,0.0,2.0,0.0,0.0,0.0,,
FLORIDA SOUTHERN,2018-77522,ALTONAGA,DAY,NARCOTICS,WC,D,43144.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,79.0,288,"4,744",0,92913.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLORIDA SOUTHERN,2018-77524,WILLIAMS,DOWNING,NARCOTICS,WC,D,43201.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,5.0,39,302,0,5800.0,5800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLORIDA SOUTHERN,2018-77526,COHN,DOWNING,NARCOTICS,WC,D,43209.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,2,10,0,24945.0,7000.0,0.0,0.0,1.0,0.0,0.0,0.0,,
FLORIDA SOUTHERN,2018-77527,COHN,MINER,NARCOTICS,WC,D,43236.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,15.0,319,"1,845",81,66596.0,22000.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77526
FLORIDA SOUTHERN,2018-77531,COHN,HULSER,NARCOTICS,WC,D,43412.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,1.0,19,15,15,109719.0,44000.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77526
FLORIDA SOUTHERN,2018-77533,COOKE,HULSER,NARCOTICS,WC,D,43423.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,15.0,37,451,451,48646.0,3090.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA MIDDLE,2018-71837,TREADWELL,MATTHEW MINER,DRUGS - ILLEGAL,WC,D,43381.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA MIDDLE,2018-71838,TREADWELL,MATTHEW MINER,DRUGS - ILLEGAL,WC,D,43417.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA MIDDLE,2018-71839,TREADWELL,HULSER,CONSPIRACY,WC,D,43196.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA MIDDLE,2018-71840,TREADWELL,MATTHEW S. MINER,CONSPIRACY,"TX,WC",D,43410.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA MIDDLE,2018-71842,SANDS,SWARTZ,DRUGS - ILLEGAL,"TX,WC",D,43185.0,2.0,0.0,2.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA MIDDLE,2018-71843,SANDS,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43199.0,17.0,0.0,17.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA MIDDLE,2018-71844,TREADWELL,MATTHEW MINER,DRUGS - ILLEGAL,WC,D,43250.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA MIDDLE,2018-71845,TREADWELL,MATTHEW MINER,DRUGS - ILLEGAL,WC,D,43313.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA MIDDLE,2018-71846,TREADWELL,HULSER,MURDER,EO,O,43391.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA MIDDLE,2018-77538,TREADWELL,SWARTZ,NARCOTICS,WC,D,43311.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,51.0,158,"3,068",831,75135.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2016-74851,COHEN,O'BRIEN,NARCOTICS,TX,D,42573.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,119.0,93,"7,123","2,507",82965.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2016-74859,MAY,O'BRIEN,NARCOTICS,WC,D,42542.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,32.0,23,950,168,30023.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2016-74865,STORY,BLANCO,NARCOTICS,TX,D,42628.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,136.0,69,"4,069",770,24573.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2016-74867,TOTENBERG,O'BRIEN,NARCOTICS,TX,D,42474.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,132.0,86,"7,912","2,864",62926.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2016-74881,TOTENBERG,O'BRIEN,NARCOTICS,TX,D,42515.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,56.0,270,"1,665",251,31433.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2016-74889,BATTEN,DOWNING,NARCOTICS,TX,D,42696.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,195.0,114,"5,862","1,539",72021.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2017-74853,COHEN,BLANCO,NARCOTICS,TX,D,42667.0,30.0,4.0,150.0,INSTALLED AND USED,141.0,0.0,0,0,0,182622.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2017-74855,TOTENBERG,DOWNING,NARCOTICS,TX,D,42961.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,59.0,22,"1,775",457,28484.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2017-74861,BATTEN,DOWNING,NARCOTICS,TX,D,42929.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,8.0,15,251,133,39760.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2017-74863,BATTEN,BLANCO,NARCOTICS,TX,D,42692.0,30.0,4.0,150.0,INSTALLED AND USED,148.0,0.0,0,0,0,191316.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2017-74869,MAY,AHMAD,NARCOTICS,TX,D,42779.0,30.0,3.0,120.0,INSTALLED AND USED,118.0,28.0,37,"3,324",494,157056.0,10500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2017-74871,ROSS,HULSER,NARCOTICS,WC,D,42871.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,141.0,38,"4,220",117,38775.0,2225.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2017-74873,MAY,MCFADDEN,NARCOTICS,WC,D,42965.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,69.0,175,"4,122",392,57400.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2017-74875,JONES,BLANCO,NARCOTICS,TX,D,42752.0,30.0,2.0,90.0,INSTALLED AND USED,88.0,24.0,40,"2,122",827,115296.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2017-74877,ROSS,HULSER,NARCOTICS,WC,D,42886.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,4.0,5,51,48,19388.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2017-74879,STORY,BLANCO,NARCOTICS,TX,D,42836.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,134.0,31,"8,042","2,139",82020.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2017-74883,THRASH,HULSER,NARCOTICS,WC,D,42894.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,90.0,37,"5,383","1,234",82520.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2017-74885,ROSS,DOWNING,NARCOTICS,TX,D,42864.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,15.0,22,"1,828",409,156540.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2017-74887,BATTEN,BLANCO,NARCOTICS,WC,D,42942.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,39260.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2017-74891,COHEN,SWARTZ,NARCOTICS,WC,D,42815.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,98.0,101,"5,876",998,48750.0,3225.0,1.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA  NORTHERN,2018-69743,MURPHY,DAVID RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43343.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA  NORTHERN,2018-70437,MURPHY,RAYMOND HULSER AND DAVID RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43193.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA  NORTHERN,2018-70475,MURPHY,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43294.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA  NORTHERN,2018-71656,MURPHY,HULSER,DRUGS - PRESCRIPTION,"TX,WC",D,43432.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2016-74898,"MOORE, JR.",BLANCO,NARCOTICS,WC,D,42548.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,253.0,273,"15,155",434,78740.0,4220.0,2.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA SOUTHERN,2016-74900,WOOD,O'BRIEN,NARCOTICS,WC,D,42499.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,8.0,14,228,57,41480.0,4220.0,6.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA SOUTHERN,2016-74904,"MOORE, JR.",O'BRIEN,NARCOTICS,TX,D,42576.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
GEORGIA SOUTHERN,2017-71728,WOOD,HULSER,CONSPIRACY,"TX,WC",D,42793.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2017-74893,HALL,RYBICKI,NARCOTICS,WC,D,42930.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,71.0,38,"2,127",23,0.0,0.0,0,0,0.0,0.0,0.0,0,,
GEORGIA SOUTHERN,2017-74894,WOOD,CHEUNG,NARCOTICS,WC,D,42719.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,27.0,53,799,167,39320.0,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA SOUTHERN,2017-74895,WOOD,DOWNING,NARCOTICS,WC,D,42754.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,299.0,242,"17,945","2,936",78720.0,4200.0,1.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA SOUTHERN,2017-74896,HALL,RYBICKI,NARCOTICS,WC,D,42906.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,98.0,336,"2,745",823,0.0,0.0,0,0,0.0,0.0,0.0,0,,
GEORGIA SOUTHERN,2017-74902,HALL,HULSER,NARCOTICS,WC,D,42943.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,84.0,130,"1,686",164,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA SOUTHERN,2017-77502,WOOD,DENISE CHEUNG,CONSPIRACY,"TX,WC",D,43085.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2018-71717,WOOD,SWARTZ,CONSPIRACY,"TX,WC",D,43276.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2018-71718,WOOD,HULSER,CONSPIRACY,"TX,WC",D,43320.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2018-71719,WOOD,DAVID RYBICKI,CONSPIRACY,"TX,WC",D,43342.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2018-71720,WOOD,DAVID RYBICKI,CONSPIRACY,"TX,WC",D,43377.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2018-71721,WOOD,HULSER,CONSPIRACY,"TX,WC",D,43395.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2018-71722,WOOD,DAVID C. RYBICKI,CONSPIRACY,"TX,WC",D,43172.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2018-71723,WOOD,RAYMOND N. HULSER,CONSPIRACY,"TX,WC",D,43182.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2018-71724,WOOD,DOWNING,CONSPIRACY,"TX,WC",D,43201.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2018-71725,WOOD,HULSER,CONSPIRACY,"TX,WC",D,43203.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2018-71726,WOOD,"RYBICKI, DAVID C.",CONSPIRACY,"TX,WC",D,43238.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2018-71727,WOOD,HULSER,CONSPIRACY,"TX,WC",D,43257.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2018-71729,WOOD,HULSER,CONSPIRACY,"TX,WC",D,43196.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2018-71730,WOOD,HULSER,CONSPIRACY,"TX,WC",D,43265.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2018-71731,WOOD,HULSER,CONSPIRACY,"TX,WC",D,43328.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GEORGIA SOUTHERN,2018-77540,WOOD,RYBICKI,NARCOTICS,WC,D,43173.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,5.0,24,158,0,48252.0,2800.0,24.0,0.0,0.0,0.0,0.0,0.0,,
GEORGIA SOUTHERN,2018-77541,WOOD,HULSER,NARCOTICS,WC,D,43181.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,1.0,5,13,5,47327.0,1875.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77540
GEORGIA SOUTHERN,2018-77542,WOOD,DOWNING,NARCOTICS,WC,D,43202.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,3.0,13,166,10,49845.0,4400.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77540
GEORGIA SOUTHERN,2018-77543,WOOD,HULSER,NARCOTICS,WC,D,43203.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,1.0,6,41,6,97933.0,6325.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77540
GEORGIA SOUTHERN,2018-77545,WOOD,RYBICKI,NARCOTICS,WC,D,43238.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,46280.0,1380.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77540
GEORGIA SOUTHERN,2018-77547,WOOD,HULSER,NARCOTICS,WC,D,43257.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,46134.0,1260.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77540
HAWAII,2013-74906,MOLLWAY,O'BRIEN,NARCOTICS,WC,D,41570.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,37755.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,,
HAWAII,2013-74909,MOLLWAY,BLANCO,NARCOTICS,WC,D,41537.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,0.0,0,0,0,74723.0,1445.0,0.0,0.0,0.0,0.0,0.0,0.0,,
HAWAII,2018-77549,KOBAYASHI,RYBICKI,NARCOTICS,WC,D,43131.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,444.0,82,"13,319",524,349168.0,12154.0,15.0,0.0,0.0,0.0,0.0,0.0,,
HAWAII,2018-77551,KOBAYASHI,HULSER,NARCOTICS,WC,D,43160.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,661.0,208,"79,276","10,263",0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-77549,RELATED TO NO. 2018-77549
HAWAII,2018-77553,WATSON,HULSER,NARCOTICS,WC,N,43173.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,86.0,90,"5,165",3,100344.0,2470.0,3.0,0.0,0.0,0.0,0.0,0.0,,
HAWAII,2018-77555,MOLLWAY,SWARTZ,NARCOTICS,WC,N,43221.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,71.0,31,"2,141",3,53107.0,4170.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77553
HAWAII,2018-77556,WATSON,HULSER,NARCOTICS,WC,N,43245.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,38.0,24,"1,138",3,54862.0,5925.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77553
IDAHO,2018-74911,WINMILL,HULSER,NARCOTICS,WC,D,43146.0,30.0,0.0,30.0,INSTALLED AND USED,25.0,45.0,46,"1,137",789,34265.0,4350.0,9.0,0.0,0.0,0.0,0.0,0.0,,
IDAHO,2018-74913,WINMILL,HULSER,NARCOTICS,WC,D,43158.0,30.0,0.0,30.0,INSTALLED AND USED,18.0,49.0,21,889,269,0,0,0,0,0.0,0.0,0.0,0,,
ILLINOIS CENTRAL,2018-72108,BRUCE,HULSER,CONSPIRACY,"TX,WC,WO",D,43151.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS CENTRAL,2018-77560,BRUCE,HULSER,NARCOTICS,WC,D,43151.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,38.0,21,"1,055",349,124258.0,1398.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS NORTHERN,2016-74923,CASTILLO,O'BRIEN,NARCOTICS,WC,D,42612.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,37910.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS NORTHERN,2017-74914,CASTILLO,BLANCO,NARCOTICS,WC,D,42839.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,8.0,20,493,439,0,0,0,0,0.0,0.0,0.0,0,,
ILLINOIS NORTHERN,2017-74915,CASTILLO,SWARTZ,NARCOTICS,WC,D,42808.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,17.0,101,"1,566",787,137883.0,6350.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS NORTHERN,2017-74918,CASTILLO,HULSER,NARCOTICS,WC,D,42898.0,30.0,1.0,60.0,INSTALLED AND USED,51.0,0.0,0,0,0,53485.0,4575.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS NORTHERN,2017-74919,CASTILLO,MCFADDEN,NARCOTICS,WC,D,42955.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,13847.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS NORTHERN,2017-74921,CASTILLO,MCFADDEN,NARCOTICS,WC,D,42940.0,30.0,2.0,90.0,INSTALLED AND USED,89.0,72.0,100,"6,433",847,69359.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS NORTHERN,2017-74927,CASTILLO,DOWNING,NARCOTICS,WC,D,43004.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,40078.0,2375.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS NORTHERN,2017-74931,CASTILLO,MCFADDEN,NARCOTICS,WC,D,43028.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,93.0,55,"2,804",313,39267.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS NORTHERN,2017-74937,ST. EVE,RYBICKI,NARCOTICS,WC,D,43021.0,30.0,1.0,60.0,INSTALLED AND USED,50.0,0.0,0,0,0,42595.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS NORTHERN,2017-74941,CASTILLO,RYBICKI,NARCOTICS,WC,D,43060.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,39.0,28,824,282,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS NORTHERN,2017-74957,CASTILLO,RYBICKI,NARCOTICS,WC,D,43011.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,27.0,86,802,282,99965.0,2600.0,2.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS NORTHERN,2017-77500,CASTILLO,HULSER,NARCOTICS,WC,D,43073.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2017-77501,CASTILLO,HULSER,NARCOTICS,WC,D,43073.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69081,CASTILLO,DOWNING,NARCOTICS,"TX,WC",D,43168.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69312,CASTILLO,MATTHEW MINER,DRUGS - ILLEGAL,"TX,WC",D,43172.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69317,KENNELLY,DOWNING,NARCOTICS,"TX,WC",D,43339.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69324,CASTILLO,DOWNING,NARCOTICS,"TX,WC",D,43227.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69345,CASTILLO,DOWNING,NARCOTICS,"TX,WC",D,43126.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69411,CASTILLO,HULSER,NARCOTICS,"TX,WC",D,43399.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69432,CASTILLO,HULSER,NARCOTICS,"TX,WC",D,43304.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69597,CASTILLO,DOWNING,NARCOTICS,"TX,WC",D,43334.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69664,PALLMEYER,RICHARD DOWNING,DRUGS - ILLEGAL,"TX,WC",D,43321.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69680,KENNELLY,HULSER,NARCOTICS,"TX,WC",D,43227.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69707,PALLMEYER,HULSER,NARCOTICS,"TX,WC",D,43333.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69753,CASTILLO,DAVID C. RYBICKI,NARCOTICS,"TX,WC",D,43347.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69791,CASTILLO,MATTHEW S. MINER,NARCOTICS,"TX,WC",D,43293.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69796,CASTILLO,MATTHEW S. MINER,DRUGS - ILLEGAL,"TX,WC",D,43320.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69852,CASTILLO,DOWNING,RACKETEERING,"AP,WO",N,43245.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69857,CHANG,SWARTZ,NARCOTICS,"TX,WC",D,43272.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69863,CASTILLO,HULSER,NARCOTICS,"TX,WC",D,43405.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69901,CASTILLO,RAYMOND HUSLER,NARCOTICS,"TX,WC",D,43280.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69947,KENNELLY,HULSER,NARCOTICS,"TX,WC",D,43259.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ILLINOIS NORTHERN,2018-69952,CASTILLO,MATTHEW S. MINER,DRUGS - ILLEGAL,"TX,WC",D,43250.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
