Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating Intercepts,Total Cost ($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
COLORADO,2011-29,ARGUELLO,BLANCO,CONSPIRACY,WC,D,40708.0,30,2,90,INSTALLED AND USED,90.0,1056.0,1572.0,95046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2011-30,ARGUELLO,BLANCO,CONSPIRACY,WC,D,40711.0,30,0,30,INSTALLED AND USED,30.0,3130.0,1444.0,93893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2011-31,MILLER,BROWN,CONSPIRACY,WC,D,40749.0,30,1,60,INSTALLED AND USED,60.0,1565.0,1430.0,93923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2011-32,ARGUELLO,BLANCO,CONSPIRACY,WC,D,40779.0,30,2,90,INSTALLED AND USED,90.0,1049.0,1494.0,94377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2011-33,ARGUELLO,BLANCO,CONSPIRACY,WC,D,40780.0,30,0,30,INSTALLED AND USED,30.0,3135.0,1469.0,94042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2011-34,ARGUELLO,BROWN,CONSPIRACY,WC,D,40794.0,30,0,30,INSTALLED AND USED,30.0,3129.0,1422.0,93858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2011-35,ARGUELLO,BROWN,CONSPIRACY,WC,D,40827.0,30,0,30,INSTALLED AND USED,30.0,3129.0,1425.0,93883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2011-36,LANGHAM,BLANCO,NARCOTICS,WC,D,40863.0,30,0,30,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-16,ARGUELLO,BLANCO,NARCOTICS,WC,D,40876.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-17,EBEL,BLANCO,NARCOTICS,WC,D,40919.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-18,ARGUELLO,BLANCO,NARCOTICS,WC,D,40946.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-19,KANE,WEINSTEIN,NARCOTICS,WC,D,40960.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-20,KANE,BURETTA,NARCOTICS,EE,O,41086.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-21,ARGUELLO,WEINSTEIN,CONSPIRACY,WC,D,41086.0,30,0,30,INSTALLED AND USED,30.0,721.0,162.0,21626.0,5984.0,610854.0,50000.0,23.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-22,ARGUELLO,WEINSTEIN,NARCOTICS,"WC,TX",D,41086.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-23,ARGUELLO,BROWN,NARCOTICS,"WC,TX",D,41103.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-24,ARGUELLO,BROWN,CONSPIRACY,WC,D,41103.0,30,0,30,INSTALLED AND USED,30.0,728.0,168.0,21849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-21,RELATED TO NO. 2012-21
COLORADO,2012-25,ARGUELLO,BROWN,CONSPIRACY,WC,D,41122.0,30,0,30,INSTALLED AND USED,30.0,737.0,185.0,22104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-21,RELATED TO NO. 2012-21
COLORADO,2012-26,ARGUELLO,BROWN,NARCOTICS,"WC,TX",D,41122.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-27,EBEL,BLANCO,NARCOTICS,"WC,TX",D,41123.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-28,ARGUELLO,BLANCO,NARCOTICS,WC,D,41138.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-29,ARGUELLO,BLANCO,CONSPIRACY,WC,D,41138.0,30,0,30,INSTALLED AND USED,30.0,735.0,164.0,22060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-21,RELATED TO NO. 2012-21
COLORADO,2012-30,EBEL,BROWN,CONSPIRACY,WC,D,41138.0,30,0,30,INSTALLED AND USED,30.0,3128.0,1424.0,93832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2012-31,ARGUELLO,BLANCO,NARCOTICS,WC,D,41144.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-32,ARGUELLO,BLANCO,CONSPIRACY,WC,D,41156.0,30,0,30,INSTALLED AND USED,30.0,119.0,31.0,3577.0,276.0,60975.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-33,EBEL,BROWN,NARCOTICS,WC,D,41156.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-34,ARGUELLO,BLANCO,NARCOTICS,"WC,TX",D,41156.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-35,EBEL,BLANCO,CONSPIRACY,WC,D,41162.0,30,0,30,INSTALLED AND USED,30.0,3180.0,1441.0,95407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2012-36,ARGUELLO,BREUER,CONSPIRACY,WC,D,41164.0,30,2,90,INSTALLED AND USED,86.0,269.0,202.0,23118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-21,RELATED TO NO. 2012-21
COLORADO,2012-37,ARGUELLO,BREUER,NARCOTICS,"WC,TX",D,41164.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-38,EBEL,BLANCO,CONSPIRACY,WC,D,41183.0,30,0,30,INSTALLED AND USED,30.0,3299.0,1459.0,98965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2012-39,KANE,HULSER,NARCOTICS,WC,D,41192.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-40,ARGUELLO,BLANCO,NARCOTICS,WC,D,41194.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-41,EBEL,BURETTA,CONSPIRACY,WC,D,41200.0,30,0,30,INSTALLED AND USED,30.0,3144.0,1438.0,94314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2012-42,EBEL,BREUER,NARCOTICS,WC,D,41221.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-43,ARGUELLO,RAMAN,NARCOTICS,WC,D,41222.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2012-44,EBEL,HULSER,CONSPIRACY,WC,D,41227.0,30,0,30,INSTALLED AND USED,30.0,3139.0,1429.0,94175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2012-45,ARGUELLO,HULSER,NARCOTICS,WC,D,41243.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-1,KANE,HULSER,NARCOTICS,WC,D,41192.0,30,3,120,INSTALLED AND USED,102.0,219.0,125.0,22350.0,5775.0,80127.0,15600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-2,KANE,HULSER,NARCOTICS,WC,D,41192.0,30,3,120,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-3,KANE,HULSER,NARCOTICS,WC,D,41218.0,30,1,60,INSTALLED AND USED,60.0,63.0,83.0,3775.0,1049.0,29704.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-4,KANE,HULSER,NARCOTICS,WC,D,41218.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-5,ARGUELLO,HULSER,NARCOTICS,WC,D,41243.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-6,EBEL,BLANCO,NARCOTICS,WC,D,41243.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-7,ARGUELLO,HULSER,CONSPIRACY,WC,D,41243.0,30,1,60,INSTALLED AND USED,60.0,411.0,192.0,24689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-21,RELATED TO NO. 2012-21
COLORADO,2013-8,EBEL,O'BRIEN,NARCOTICS,WC,D,41248.0,30,1,60,INSTALLED AND USED,57.0,85.0,114.0,4839.0,441.0,75994.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-9,EBEL,O'BRIEN,NARCOTICS,"WC,TX",D,41248.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-10,EBEL,BLANCO,NARCOTICS,WC,D,41249.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-11,ARGUELLO,BURETTA,NARCOTICS,WC,D,41249.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-12,ARGUELLO,BURETTA,CONSPIRACY,WC,D,41249.0,30,0,30,INSTALLED AND USED,30.0,798.0,198.0,23931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-21,RELATED TO NO. 2012-21
COLORADO,2013-13,EBEL,HULSER,CONSPIRACY,WC,D,41254.0,30,0,30,INSTALLED AND USED,30.0,3232.0,1454.0,96959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2013-14,EBEL,BROWN,NARCOTICS,"WC,TX",D,41256.0,30,0,30,INSTALLED AND USED,20.0,77.0,6.0,1541.0,146.0,15940.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-15,EBEL,BLANCO,NARCOTICS,"WC,TX",D,41256.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-16,EBEL,O'BRIEN,CONSPIRACY,WC,D,41260.0,30,0,30,INSTALLED AND USED,30.0,3165.0,1435.0,94956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2013-17,KANE,HULSER,NARCOTICS,WC,D,41261.0,30,0,30,INSTALLED AND USED,29.0,27.0,37.0,772.0,112.0,12789.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-18,KANE,HULSER,NARCOTICS,WC,D,41261.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-19,EBEL,BLANCO,CONSPIRACY,WC,D,41262.0,30,0,30,INSTALLED AND USED,30.0,3182.0,1439.0,95467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2013-20,EBEL,O'BRIEN,NARCOTICS,WC,D,41276.0,30,0,30,INSTALLED AND USED,29.0,4.0,19.0,115.0,12.0,21755.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-21,EBEL,O'BRIEN,NARCOTICS,WC,D,41276.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-22,EBEL,O'BRIEN,NARCOTICS,WC,D,41281.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-23,EBEL,O'BRIEN,CONSPIRACY,WC,D,41281.0,30,0,30,INSTALLED AND USED,30.0,722.0,162.0,21658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-21,RELATED TO NO. 2012-21
COLORADO,2013-24,EBEL,SWARTZ,NARCOTICS,TX,D,41288.0,30,0,30,INSTALLED AND USED,17.0,24.0,52.0,406.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-8,
COLORADO,2013-25,ARGUELLO,BLANCO,NARCOTICS,WC,D,41299.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-26,ARGUELLO,BLANCO,CONSPIRACY,WC,D,41299.0,30,3,120,INSTALLED AND USED,120.0,289.0,400.0,34699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-21,RELATED TO NO. 2012-21
COLORADO,2013-27,EBEL,HULSER,CONSPIRACY,WC,D,41309.0,30,2,90,INSTALLED AND USED,90.0,1084.0,1468.0,97525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2013-28,DANIEL,O'BRIEN,NARCOTICS,"WC,TX",D,41318.0,30,1,60,INSTALLED AND USED,57.0,78.0,75.0,4442.0,2518.0,71129.0,335.0,8.0,0.0,0.0,0.0,0.0,8.0,,
COLORADO,2013-29,DANIEL,O'BRIEN,NARCOTICS,"WC,TX",D,41318.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-30,ARGUELLO,BURETTA,NARCOTICS,WC,D,41325.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-31,EBEL,O'BRIEN,NARCOTICS,WC,D,41334.0,30,0,30,INSTALLED AND USED,29.0,68.0,81.0,1982.0,181.0,33068.0,1700.0,3.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-32,EBEL,O'BRIEN,NARCOTICS,WC,D,41334.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-33,KANE,O'BRIEN,NARCOTICS,WC,D,41341.0,30,0,30,INSTALLED AND USED,23.0,64.0,19.0,1479.0,30.0,31447.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-34,ARGUELLO,HULSER,NARCOTICS,WC,D,41341.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-35,ARGUELLO,HULSER,NARCOTICS,WC,D,41341.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-36,KANE,O'BRIEN,NARCOTICS,WC,D,41344.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-37,EBEL,BLANCO,CONSPIRACY,WC,D,41353.0,30,0,30,INSTALLED AND USED,30.0,3137.0,1427.0,94119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2013-38,EBEL,O'BRIEN,CONSPIRACY,WC,D,41376.0,30,0,30,INSTALLED AND USED,30.0,3140.0,1429.0,94198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2013-39,DANIEL,SWARTZ,NARCOTICS,"WC,TX",D,41380.0,30,0,30,INSTALLED AND USED,23.0,81.0,78.0,1863.0,508.0,18690.0,2920.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-28
COLORADO,2013-40,DANIEL,SWARTZ,NARCOTICS,"WC,TX",D,41380.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-41,ARGUELLO,BLANCO,NARCOTICS,WC,D,41381.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-42,EBEL,O'BRIEN,CONSPIRACY,WC,D,41381.0,30,0,30,INSTALLED AND USED,30.0,3140.0,1432.0,94192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-20,RELATED TO NO. 2011-20
COLORADO,2013-43,ARGUELLO,BLANCO,CONSPIRACY,WC,D,41381.0,30,0,30,INSTALLED AND USED,30.0,724.0,161.0,21731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-21,RELATED TO NO. 2012-21
COLORADO,2013-44,KANE,BLANCO,NARCOTICS,WC,D,41417.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-45,KANE,BLANCO,NARCOTICS,WC,D,41437.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-46,KANE,BITKOWER,NARCOTICS,WC,D,41444.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-47,DANIEL,BLANCO,NARCOTICS,WC,D,41464.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-48,KANE,BLANCO,NARCOTICS,WC,D,41464.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-49,KANE,BLANCO,NARCOTICS,"WC,TX",D,41481.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-50,KANE,BLANCO,NARCOTICS,WC,D,41492.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-51,KANE,BLANCO,NARCOTICS,WC,D,41499.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-52,KANE,BLANCO,NARCOTICS,WC,D,41509.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-53,JACKSON,BLANCO,NARCOTICS,"WC,TX",D,41516.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-54,KANE,BLANCO,NARCOTICS,WC,D,41541.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-55,KANE,O'BRIEN,NARCOTICS,"WC,TX",D,41563.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2013-56,KANE,BLANCO,NARCOTICS,"WC,TX",D,41586.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CONNECTICUT,2012-28,CHATIGNY,WEINSTEIN,CONSPIRACY,WC,D,40884.0,30,5,180,INSTALLED AND USED,180.0,48.0,234.0,8708.0,2030.0,326682.0,4980.0,9.0,1.0,0.0,0.0,0.0,9.0,,
CONNECTICUT,2012-29,ARTERTON,BLANCO,NARCOTICS,"WC,TX",D,40891.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CONNECTICUT,2012-30,"HAIGHT, JR.",BREUER,CONSPIRACY,WC,D,40921.0,30,2,90,INSTALLED AND USED,90.0,72.0,65.0,6477.0,4018.0,78187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CONNECTICUT,2012-31,ARTERTON,BLANCO,NARCOTICS,WC,D,41136.0,30,1,60,INSTALLED AND USED,39.0,109.0,80.0,4263.0,527.0,522333.0,15075.0,117.0,0.0,0.0,2.0,0.0,17.0,,
CONNECTICUT,2012-32,ARTERTON,BLANCO,NARCOTICS,WC,D,41136.0,30,1,60,INSTALLED AND USED,60.0,33.0,65.0,1981.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-31,RELATED TO NO. 2012-31
CONNECTICUT,2012-33,"HAIGHT, JR.",BLANCO,NARCOTICS,WC,D,41166.0,30,1,60,INSTALLED AND USED,60.0,63.0,25.0,3779.0,934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-31,RELATED TO NO. 2012-31
CONNECTICUT,2012-34,"HAIGHT, JR.",BLANCO,NARCOTICS,"WC,TX",D,41176.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CONNECTICUT,2012-35,BURNS,BLANCO,NARCOTICS,"WC,TX",D,41176.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CONNECTICUT,2012-36,BURNS,BLANCO,NARCOTICS,"WC,TX",D,41176.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CONNECTICUT,2012-37,"HAIGHT, JR.",BLANCO,NARCOTICS,WC,D,41194.0,30,0,30,INSTALLED AND USED,22.0,9.0,2.0,188.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-31,RELATED TO NO. 2012-31
CONNECTICUT,2012-38,"HAIGHT, JR.",BLANCO,NARCOTICS,"WC,TX",D,41204.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CONNECTICUT,2012-39,ARTERTON,BLANCO,NARCOTICS,"WC,TX",D,41204.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CONNECTICUT,2012-40,ARTERTON,BLANCO,NARCOTICS,"WC,TX",D,41204.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CONNECTICUT,2012-41,ARTERTON,BLANCO,NARCOTICS,WC,D,41218.0,30,0,30,INSTALLED AND USED,30.0,58.0,27.0,1749.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-31,RELATED TO NO. 2012-31
CONNECTICUT,2012-42,ARTERTON,BLANCO,NARCOTICS,WC,D,41227.0,30,0,30,INSTALLED AND USED,30.0,45.0,13.0,1360.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-31,RELATED TO NO. 2012-31
