Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating  Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"FLORIDA, MIDDLE",2015-12,BYRON,O'BRIEN,NARCOTICS,WC,D,42305.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2015-13,BYRON,O'BRIEN,NARCOTICS,WC,D,42306.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2015-14,BYRON,O'BRIEN,NARCOTICS,"WC,EO",D,42321.0,30,5,180,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2015-15,BYRON,O'BRIEN,NARCOTICS,WC,D,42325.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, MIDDLE",2015-16,BYRON,O'BRIEN,NARCOTICS,"WC,EO",D,42352.0,30,5,180,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, NORTHERN",2012-5,HINKLE,BLANCO,NARCOTICS,"WC,TX",D,41222.0,30,0,30,INSTALLED AND USED,30.0,385.0,37.0,11553.0,767.0,36718.0,700.0,21.0,0.0,0.0,0.0,0.0,10.0,,
"FLORIDA, NORTHERN",2013-4,RODGERS,O'BRIEN,NARCOTICS,"WC,TX",D,41530.0,30,0,30,INSTALLED AND USED,30.0,336.0,89.0,10070.0,943.0,38528.0,1268.0,11.0,0.0,0.0,0.0,0.0,11.0,,
"FLORIDA, NORTHERN",2013-5,RODGERS,O'BRIEN,NARCOTICS,"WC,TX",D,41558.0,30,0,30,INSTALLED AND USED,30.0,53.0,28.0,1592.0,272.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-4,RELATED TO NO. 2013-4
"FLORIDA, NORTHERN",2014-1,COLLIER,BLANCO,NARCOTICS,"WC,TX",D,41652.0,30,1,60,INSTALLED AND USED,42.0,25.0,30.0,1047.0,359.0,53414.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-4
"FLORIDA, NORTHERN",2014-2,RODGERS,BLANCO,NARCOTICS,"WC,TX",D,41894.0,30,1,60,INSTALLED AND USED,56.0,81.0,262.0,4548.0,1109.0,78270.0,3750.0,7.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, NORTHERN",2014-3,RODGERS,BLANCO,NARCOTICS,"WC,TX",D,41912.0,30,0,30,INSTALLED AND USED,28.0,56.0,108.0,1566.0,326.0,39135.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-2
"FLORIDA, NORTHERN",2014-4,RODGERS,BLANCO,NARCOTICS,WC,D,41934.0,30,0,30,INSTALLED AND USED,30.0,70.0,171.0,2112.0,780.0,39760.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-2
"FLORIDA, NORTHERN",2014-5,RODGERS,BLANCO,NARCOTICS,"WC,TX",D,41941.0,30,0,30,INSTALLED AND USED,16.0,128.0,50.0,2047.0,893.0,9252.0,1800.0,12.0,0.0,0.0,0.0,0.0,6.0,,
"FLORIDA, NORTHERN",2014-6,RODGERS,O'BRIEN,NARCOTICS,"WC,TX",D,41949.0,30,0,30,INSTALLED AND USED,8.0,5.0,15.0,39.0,21.0,11686.0,1750.0,5.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, NORTHERN",2015-1,SMOAK,O'BRIEN,OTHER,"WC,TX,AP",D,42130.0,30,1,60,INSTALLED AND USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, NORTHERN",2015-2,SMOAK,O'BRIEN,CONSPIRACY,WC,D,42130.0,30,1,60,INSTALLED AND USED,59.0,157.0,42.0,9239.0,3025.0,54293.0,2525.0,8.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, NORTHERN",2015-3,RODGERS,O'BRIEN,OTHER,"WC,TX,AP",D,42153.0,30,1,60,INSTALLED AND USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, NORTHERN",2015-4,RODGERS,O'BRIEN,CONSPIRACY,WC,D,42153.0,30,1,60,INSTALLED AND USED,60.0,149.0,36.0,8933.0,3345.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-2,RELATED TO NO. 2015-2
"FLORIDA, NORTHERN",2015-5,RODGERS,O'BRIEN,OTHER,"WC,TX,AP",D,42201.0,30,0,30,INSTALLED AND USED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, NORTHERN",2015-6,RODGERS,BLANCO,NARCOTICS,"WC,TX",D,42213.0,30,0,30,INSTALLED AND USED,30.0,110.0,159.0,3310.0,860.0,65673.0,2220.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2010-62,MOORE,KEENEY,NARCOTICS,WC,D,40200.0,30,0,30,INSTALLED AND USED,30.0,4.0,6.0,124.0,62.0,78481.0,1672.0,10.0,0.0,0.0,0.0,0.0,10.0,,
"FLORIDA, SOUTHERN",2010-63,SEITZ,BLANCO,NARCOTICS,WC,D,40226.0,30,0,30,INSTALLED AND USED,30.0,8.0,6.0,228.0,228.0,25720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2010-64,DIMITROULEAS,BLANCO,NARCOTICS,WC,D,40322.0,30,1,60,INSTALLED AND USED,60.0,108.0,48.0,6503.0,1855.0,67645.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2010-65,COHN,BLANCO,NARCOTICS,WC,D,40361.0,30,0,30,INSTALLED AND USED,30.0,5.0,5.0,161.0,161.0,57000.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2010-66,JORDAN,KEENEY,NARCOTICS,WC,D,40429.0,30,0,30,INSTALLED AND USED,30.0,0.0,3.0,12.0,1.0,33230.0,3000.0,17.0,1.0,0.0,1.0,0.0,8.0,,
"FLORIDA, SOUTHERN",2010-67,COOKE,WEINSTEIN,NARCOTICS,WC,D,40459.0,30,0,30,INSTALLED AND USED,30.0,30.0,23.0,895.0,895.0,30988.0,642.0,8.0,0.0,0.0,0.0,0.0,3.0,,
"FLORIDA, SOUTHERN",2010-68,GRAHAM,BLANCO,NARCOTICS,WC,D,40494.0,30,0,30,INSTALLED AND USED,30.0,40.0,24.0,1190.0,1190.0,63701.0,18000.0,6.0,1.0,1.0,1.0,0.0,4.0,,
"FLORIDA, SOUTHERN",2011-35,HURLEY,BLANCO,NARCOTICS,WC,D,40512.0,30,1,60,INSTALLED AND USED,60.0,20.0,12.0,1227.0,383.0,65645.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2011-36,COOKE,BLANCO,NARCOTICS,WC,D,40521.0,30,0,30,INSTALLED AND USED,30.0,17.0,30.0,500.0,500.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-67,RELATED TO NO. 2010-67
"FLORIDA, SOUTHERN",2011-37,COOKE,BLANCO,NARCOTICS,WC,D,40598.0,30,0,30,INSTALLED AND USED,30.0,1.0,1.0,23.0,23.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-67,RELATED TO NO. 2010-67
"FLORIDA, SOUTHERN",2011-38,LENARD,WEINSTEIN,NARCOTICS,WC,D,40602.0,30,1,60,INSTALLED AND USED,60.0,7.0,7.0,397.0,397.0,129197.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2011-39,COOKE,BLANCO,NARCOTICS,WC,D,40606.0,30,0,30,INSTALLED AND USED,30.0,0.0,3.0,5.0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-67,RELATED TO NO. 2010-67
"FLORIDA, SOUTHERN",2011-40,MARTINEZ,BLANCO,NARCOTICS,WC,D,40640.0,30,0,30,INSTALLED AND USED,30.0,9.0,43.0,274.0,223.0,50708.0,1.0,5.0,2.0,0.0,0.0,0.0,5.0,,
"FLORIDA, SOUTHERN",2011-41,MARTINEZ,BLANCO,NARCOTICS,WC,D,40652.0,30,0,30,INSTALLED AND USED,30.0,9.0,13.0,261.0,261.0,72938.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2011-42,JORDAN,BLANCO,NARCOTICS,WC,D,40679.0,30,0,30,INSTALLED AND USED,30.0,11.0,8.0,329.0,133.0,63261.0,1200.0,17.0,2.0,0.0,0.0,0.0,17.0,,
"FLORIDA, SOUTHERN",2011-43,ALTONAGA,BLANCO,NARCOTICS,WC,D,40708.0,30,0,30,INSTALLED AND USED,30.0,11.0,7.0,321.0,321.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-62,RELATED TO NO. 2010-62
"FLORIDA, SOUTHERN",2011-44,COOKE,BLANCO,NARCOTICS,WC,D,40750.0,30,0,30,INSTALLED AND USED,30.0,6.0,9.0,177.0,177.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-42,RELATED TO NO. 2011-42
"FLORIDA, SOUTHERN",2011-45,UNGARO,BLANCO,NARCOTICS,WC,D,40764.0,30,0,30,INSTALLED AND USED,30.0,3.0,5.0,90.0,90.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-62,RELATED TO NO. 2010-62
"FLORIDA, SOUTHERN",2011-46,DIMITROULEAS,BROWN,NARCOTICS,WC,D,40807.0,30,0,30,INSTALLED AND USED,30.0,8.0,16.0,236.0,0.0,87492.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2012-49,SEITZ,BROWN,NARCOTICS,WC,D,40891.0,30,0,30,INSTALLED AND USED,30.0,12.0,3.0,359.0,34.0,19548.0,5393.0,2.0,0.0,0.0,0.0,0.0,2.0,,
"FLORIDA, SOUTHERN",2012-50,ALTONAGA,BLANCO,NARCOTICS,"EO,WC",D,40987.0,30,0,30,INSTALLED AND USED,30.0,254.0,13.0,7635.0,7635.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-52,RELATED TO NO. 2012-52
"FLORIDA, SOUTHERN",2012-51,COHN,BLANCO,EXTORTION,"WC,WO",D,41025.0,30,1,60,INSTALLED AND USED,60.0,28.0,97.0,1705.0,1153.0,78838.0,0.0,9.0,2.0,0.0,0.0,1.0,7.0,,
"FLORIDA, SOUTHERN",2012-52,MIDDLEBROOKS,BROWN,NARCOTICS,WC,D,41058.0,30,3,120,INSTALLED AND USED,120.0,8.0,37.0,989.0,22.0,20201.0,0.0,58.0,0.0,0.0,0.0,0.0,26.0,,
"FLORIDA, SOUTHERN",2012-53,WILLIAMS,WEINSTEIN,NARCOTICS,"EO,WC",D,41109.0,30,0,30,INSTALLED AND USED,30.0,107.0,12.0,3219.0,3219.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-52,RELATED TO NO. 2012-52
"FLORIDA, SOUTHERN",2012-54,MORENO,BROWN,NARCOTICS,WC,D,41114.0,30,0,30,INSTALLED AND USED,30.0,207.0,7.0,6218.0,6.0,40629.0,1200.0,17.0,1.0,0.0,1.0,0.0,8.0,,
"FLORIDA, SOUTHERN",2012-55,UNGARO,BLANCO,NARCOTICS,"EO,WC",D,41121.0,30,0,30,INSTALLED AND USED,30.0,31.0,4.0,921.0,921.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-52,RELATED TO NO. 2012-52
"FLORIDA, SOUTHERN",2012-56,MARRA,BLANCO,NARCOTICS,WC,D,41150.0,30,0,30,INSTALLED AND USED,30.0,3.0,10.0,78.0,8.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-52,RELATED TO NO. 2012-52
"FLORIDA, SOUTHERN",2012-57,MIDDLEBROOKS,BLANCO,NARCOTICS,WC,D,41170.0,30,0,30,INSTALLED AND USED,30.0,1.0,1.0,28.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-52,RELATED TO NO. 2012-52
"FLORIDA, SOUTHERN",2012-58,COHN,BLANCO,NARCOTICS,"WC,TX",D,41180.0,30,1,60,INSTALLED AND USED,58.0,484.0,417.0,28047.0,6217.0,25318.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2013-55,COOKE,BLANCO,CORRUPTION,WC,D,41030.0,30,2,90,INSTALLED AND USED,90.0,10.0,229.0,887.0,756.0,188275.0,2500.0,8.0,1.0,0.0,0.0,0.0,3.0,,
"FLORIDA, SOUTHERN",2013-56,ROSENBAUM,RAMAN,NARCOTICS,WC,D,41344.0,30,0,30,INSTALLED AND USED,30.0,3.0,9.0,101.0,0.0,91976.0,4774.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2013-57,ROSENBAUM,O'BRIEN,NARCOTICS,WC,O,41401.0,30,0,30,INSTALLED AND USED,30.0,14.0,7.0,419.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-55,RELATED TO NO. 2013-55
"FLORIDA, SOUTHERN",2013-58,UNGARO,BITKOWER,NARCOTICS,WC,O,41429.0,30,0,30,INSTALLED AND USED,30.0,48.0,6.0,1430.0,1430.0,323778.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2013-59,MOORE,BLANCO,NARCOTICS,WC,D,41484.0,30,0,30,INSTALLED AND USED,30.0,20.0,7.0,596.0,596.0,63306.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,,
"FLORIDA, SOUTHERN",2013-60,ALTONAGA,O'BRIEN,EXTORTION,WC,D,41505.0,30,0,30,INSTALLED AND USED,30.0,102.0,97.0,3057.0,1022.0,216457.0,2000.0,12.0,0.0,0.0,0.0,0.0,11.0,,
"FLORIDA, SOUTHERN",2013-61,MARTINEZ,BLANCO,NARCOTICS,"WC,TX",D,41523.0,30,1,60,INSTALLED AND USED,58.0,164.0,175.0,9527.0,2147.0,78170.0,3650.0,22.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2013-62,ROSENBAUM,BLANCO,NARCOTICS,WC,O,41527.0,30,0,30,INSTALLED AND USED,30.0,179.0,172.0,5357.0,1060.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-55,RELATED TO NO. 2013-55
"FLORIDA, SOUTHERN",2013-63,ROSENBAUM,BLANCO,NARCOTICS,WC,O,41527.0,30,0,30,INSTALLED AND USED,30.0,5.0,4.0,150.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-55,RELATED TO NO. 2013-59
"FLORIDA, SOUTHERN",2013-64,MARTINEZ,O'BRIEN,NARCOTICS,WC,D,41537.0,30,1,60,INSTALLED AND USED,60.0,8.0,32.0,496.0,0.0,15528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2013-65,MORENO,BLANCO,NARCOTICS,WC,D,41572.0,30,0,30,INSTALLED AND USED,30.0,120.0,34.0,3610.0,2801.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-59,RELATED TO NO. 2013-59
"FLORIDA, SOUTHERN",2013-66,MORENO,BLANCO,NARCOTICS,WC,O,41575.0,30,0,30,INSTALLED AND USED,30.0,5.0,8.0,146.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-59,RELATED TO NO. 2013-59
"FLORIDA, SOUTHERN",2014-23,DIMITROULEAS,BLANCO,SMUGGLING,WC,D,41656.0,30,1,60,INSTALLED AND USED,60.0,18.0,131.0,1093.0,0.0,43601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2014-24,SCOLA,BLANCO,EXTORTION,WC,D,41663.0,30,0,30,INSTALLED AND USED,27.0,333.0,179.0,8978.0,2658.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-60,RELATED TO NO. 2013-60
"FLORIDA, SOUTHERN",2014-25,LENARD,BLANCO,NARCOTICS,WC,D,41732.0,30,0,30,INSTALLED AND USED,30.0,5.0,16.0,162.0,0.0,92002.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2014-26,MARTINEZ,BLANCO,NARCOTICS,WC,D,41732.0,30,0,30,INSTALLED AND USED,30.0,4.0,16.0,135.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-64,RELATED TO NO. 2013-64
"FLORIDA, SOUTHERN",2014-27,MARTINEZ,BLANCO,NARCOTICS,WC,D,41787.0,30,1,60,INSTALLED AND USED,60.0,13.0,31.0,751.0,1.0,92302.0,5100.0,1.0,0.0,0.0,0.0,0.0,1.0,,
"FLORIDA, SOUTHERN",2014-28,WILLIAMS,O'BRIEN,NARCOTICS,WC,D,41863.0,30,0,30,INSTALLED AND USED,30.0,0.0,1.0,13.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-27,RELATED TO NO. 2014-27
"FLORIDA, SOUTHERN",2014-29,SCOLA,BLANCO,NARCOTICS,WC,D,41898.0,30,0,30,INSTALLED AND USED,30.0,4.0,10.0,116.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-27,RELATED TO NO. 2014-27
"FLORIDA, SOUTHERN",2014-30,MORENO,BITKOWER,NARCOTICS,WC,D,41920.0,30,0,30,INSTALLED AND USED,30.0,6.0,16.0,170.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-27,RELATED TO NO. 2014-27
"FLORIDA, SOUTHERN",2014-31,MORENO,BITKOWER,NARCOTICS,WC,D,41932.0,30,0,30,INSTALLED AND USED,30.0,3.0,9.0,103.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-27,RELATED TO NO. 2014-27
"FLORIDA, SOUTHERN",2015-1,ROSENBERG,BLANCO,NARCOTICS,"WC,TX",D,42047.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-2,BLOOM,CALDWELL,MURDER,WC,O,42048.0,30,0,30,INSTALLED AND USED,30.0,100.0,100.0,2994.0,366.0,35885.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-3,MARRA,BLANCO,NARCOTICS,"WC,TX",D,42052.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-4,DIMITROULEAS,O'BRIEN,$LAUNDERING,EO,D,42052.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-5,MARTINEZ,BITKOWER,NARCOTICS,WC,D,42058.0,30,0,30,INSTALLED AND USED,30.0,14.0,41.0,416.0,65.0,120314.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-6,MARRA,BITKOWER,NARCOTICS,"WC,TX",D,42061.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-7,ALTONAGA,O'BRIEN,NARCOTICS,"WC,TX",D,42083.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-8,ALTONAGA,CALDWELL,NARCOTICS,WC,D,42083.0,30,1,60,INSTALLED AND USED,60.0,170.0,99.0,10220.0,1349.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-5,
"FLORIDA, SOUTHERN",2015-9,COOKE,SUH,CORRUPTION,WC,D,42095.0,30,1,60,INSTALLED AND USED,60.0,176.0,178.0,10567.0,896.0,43601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-10,DIMITROULEAS,BITKOWER,NARCOTICS,WC,D,42108.0,30,0,30,INSTALLED AND USED,30.0,209.0,186.0,6268.0,53.0,44191.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-11,ALTONAGA,O'BRIEN,NARCOTICS,WC,D,42125.0,30,0,30,INSTALLED AND USED,30.0,164.0,72.0,4914.0,738.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-5,
"FLORIDA, SOUTHERN",2015-12,COHN,O'BRIEN,NARCOTICS,EE,O,42151.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-13,SCOLA,BLANCO,NARCOTICS,"WC,TX",D,42156.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-14,SCOLA,BLANCO,POSSESSION,"EO,WC",D,42156.0,30,0,30,INSTALLED AND USED,30.0,6.0,7.0,174.0,0.0,88117.0,932.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-15,MARRA,O'BRIEN,NARCOTICS,"WC,TX",D,42181.0,30,4,150,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-16,MORENO,O'BRIEN,NARCOTICS,WC,D,42191.0,30,0,30,INSTALLED AND USED,30.0,58.0,20.0,1729.0,536.0,186119.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-17,MORENO,O'BRIEN,NARCOTICS,WC,D,42194.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-18,"SCOLA, JR.",O'BRIEN,NARCOTICS,"WC,TX",D,42203.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-19,DIMITROULEAS,SUH,NARCOTICS,"WC,TX",D,42219.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-20,GAYLES,O'BRIEN,NARCOTICS,WC,D,42235.0,30,0,30,INSTALLED AND USED,30.0,51.0,18.0,1516.0,467.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-16,RELATED TO NO. 2015-16
"FLORIDA, SOUTHERN",2015-21,DIMITROULEAS,BLANCO,NARCOTICS,"WC,TX",D,42292.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-22,LENARD,BLANCO,NARCOTICS,WC,D,42292.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"FLORIDA, SOUTHERN",2015-23,ALTONAGA,BLANCO,NARCOTICS,EO,D,42356.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"GEORGIA, MIDDLE",2013-4,ROYAL,O'BRIEN,NARCOTICS,"WC,TX",D,41400.0,30,1,60,INSTALLED AND USED,59.0,19.0,58.0,1116.0,381.0,116868.0,6330.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"GEORGIA, MIDDLE",2014-9,TREADWELL,BLANCO,RACKETEERING,WC,D,41793.0,30,0,30,NEVER INSTALLED,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"GEORGIA, NORTHERN",2010-47,"DUFFEY, JR.",BREUER,NARCOTICS,WC,R,40382.0,30,1,60,INSTALLED AND USED,60.0,44.0,51.0,2659.0,921.0,231966.0,15200.0,3.0,0.0,0.0,0.0,0.0,2.0,,
"GEORGIA, NORTHERN",2011-31,"PANNELL, JR.",WEINSTEIN,CONSPIRACY,WC,D,40718.0,30,3,120,INSTALLED AND USED,120.0,33.0,266.0,3956.0,1798.0,301670.0,1692.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"GEORGIA, NORTHERN",2012-53,STORY,BLANCO,NARCOTICS,WC,D,40961.0,30,1,60,INSTALLED AND USED,60.0,72.0,70.0,4333.0,1139.0,47486.0,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"GEORGIA, NORTHERN",2012-54,"PANNELL, JR.",BLANCO,NARCOTICS,"WC,TX",D,40996.0,30,2,90,INSTALLED AND USED,89.0,107.0,286.0,9554.0,2061.0,133709.0,7410.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"GEORGIA, NORTHERN",2012-55,"DUFFEY, JR.",BROWN,NARCOTICS,WC,D,41008.0,30,4,150,INSTALLED AND USED,150.0,140.0,340.0,20926.0,7.0,328452.0,3006.0,16.0,0.0,0.0,0.0,0.0,8.0,,
"GEORGIA, NORTHERN",2012-56,JONES,BLANCO,NARCOTICS,WC,D,41072.0,30,1,60,INSTALLED AND USED,60.0,112.0,110.0,6746.0,448.0,62070.0,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"GEORGIA, NORTHERN",2012-57,THRASH,BLANCO,NARCOTICS,"WC,TX",D,41131.0,30,2,90,INSTALLED AND USED,90.0,132.0,213.0,11915.0,1945.0,166580.0,13100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"GEORGIA, NORTHERN",2012-58,"THRASH, JR.",BLANCO,CORRUPTION,WC,D,41166.0,30,2,90,INSTALLED AND USED,89.0,55.0,207.0,4916.0,405.0,180660.0,3560.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"GEORGIA, NORTHERN",2013-54,TOTENBERG,BURETTA,NARCOTICS,WC,D,41277.0,30,1,60,INSTALLED AND USED,59.0,39.0,50.0,2282.0,549.0,114332.0,1275.0,0.0,0.0,0.0,0.0,0.0,0.0,,
