Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"CALIFORNIA, SOUTHERN",2015-160,ANELLO,O'BRIEN,NARCOTICS,WC,D,41886.0,30.0,4.0,150.0,INSTALLED AND USED,140.0,210.0,55,"29,519","20,016",,,,,,,,,RELATED TO NO. 2015-157,
"CALIFORNIA, SOUTHERN",2015-161,ANELLO,O'BRIEN,NARCOTICS,WC,D,41963.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,270.0,74,"24,304","17,197",,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-162,ANELLO,BLANCO,NARCOTICS,WC,D,42055.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,162.0,25,"4,866","4,352",,,0.0,0.0,,,,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-163,ANELLO,O'BRIEN,NARCOTICS,WC,D,42010.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,65.0,22,"3,914","3,499",,,0.0,0.0,,,,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-164,ANELLO,BLANCO,NARCOTICS,WC,D,42055.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,12.0,27,388,375,,,0.0,0.0,,,,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-165,ANELLO,BLANCO,NARCOTICS,WC,D,42055.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,177.0,37,"5,319","4,134",,,0.0,0.0,,,,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-166,ANELLO,O'BRIEN,NARCOTICS,WC,D,42010.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,100.0,41,"6,053","4,986",,,0.0,0.0,,,,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-167,SAMMARTINO,BLANCO,NARCOTICS,WC,D,42080.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,10.0,,132,27,17476.0,1013.0,0.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-168,ANELLO,O'BRIEN,DRUGS - ILLEGAL,AP,D,42066.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,,10,2,49976.0,1013.0,,,,,,,,
"CALIFORNIA, SOUTHERN",2015-169,SAMMARTINO,BLANCO,NARCOTICS,WC,D,42080.0,30.0,0.0,30.0,INSTALLED AND USED,23.0,135.0,,"3,114","2,739",17476.0,1013.0,2.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-170,SAMMARTINO,BLANCO,NARCOTICS,WC,D,42080.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,43.0,,"1,307","1,036",17476.0,1013.0,0.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-171,SAMMARTINO,BLANCO,NARCOTICS,WC,D,42080.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,81.0,,"2,450","1,247",17476.0,1013.0,0.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-172,ANELLO,BLANCO,NARCOTICS,WC,D,42086.0,30.0,0.0,30.0,INSTALLED AND USED,23.0,20.0,7,463,429,,,0.0,0.0,,,,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-173,ANELLO,BLANCO,NARCOTICS,WC,D,42086.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,116.0,10,"3,377","2,933",,,1.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-174,BENITEZ,,NARCOTICS,"WC,TX,AP",D,42082.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,74.0,63,"2,148","1,595",28814.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-206
"CALIFORNIA, SOUTHERN",2015-175,ANELLO,BLANCO,NARCOTICS,WC,D,42086.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,68.0,22,"2,000","1,720",,,0.0,0.0,,,,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-176,ANELLO,BLANCO,NARCOTICS,WC,D,42086.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,2.0,7,72,38,,,0.0,0.0,,,,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-178,SAMMARTINO,,NARCOTICS,"WC,TX",D,42086.0,30.0,1.0,60.0,INSTALLED AND USED,46.0,0.0,0,0,0,111768.0,6000.0,25.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-179,ANELLO,BLANCO,NARCOTICS,WC,D,42125.0,30.0,0.0,30.0,INSTALLED AND USED,1.0,1.0,1,1,1,,,0.0,0.0,,,,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-181,ANELLO,BLANCO,NARCOTICS,WC,D,42086.0,30.0,1.0,60.0,INSTALLED AND USED,45.0,89.0,31,"4,025","3,771",,,0.0,0.0,,,,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-182,ANELLO,BLANCO,NARCOTICS,WC,D,42086.0,30.0,1.0,60.0,INSTALLED AND USED,45.0,136.0,45,"6,147","5,351",,,0.0,0.0,,,,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-183,HOUSTON,O'BRIEN,DRUGS - ILLEGAL,EO,D,42125.0,30.0,0.0,30.0,INSTALLED AND USED,18.0,16.0,8,296,98,,,,,,,,,RELATED TO NO. 2015-194,RELATED TO NO. 2015-194
"CALIFORNIA, SOUTHERN",2015-184,ANELLO,BITKOWER,DRUGS - ILLEGAL,WC,D,42118.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-185,ANELLO,BITKOWER,DRUGS - ILLEGAL,WC,D,42118.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-186,BENITEZ,BITKOWER,DRUGS - ILLEGAL,WC,D,42089.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-187,SAMMARTINO,BLANCO,NARCOTICS,WC,D,42080.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,39.0,,"2,353","1,819",60149.0,2026.0,0.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-188,SAMMARTINO,SUH,NARCOTICS,WC,D,42117.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,185.0,,"5,568","3,738",42673.0,1013.0,4.0,0.0,,,,2.0,,
"CALIFORNIA, SOUTHERN",2015-189,SAMMARTINO,SUH,NARCOTICS,"WC,EO",D,42117.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,141.0,,"4,250","3,002",42673.0,1013.0,0.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-190,SAMMARTINO,BLANCO,NARCOTICS,WC,D,42080.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,448.0,,"26,895","10,961",60149.0,2026.0,0.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-191,ANELLO,BITKOWER,NARCOTICS,WC,D,42125.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,35.0,7,"1,051",789,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-193,BENITEZ,,NARCOTICS,"WC,TX,AP",D,42136.0,30.0,0.0,30.0,INSTALLED AND USED,17.0,6.0,5,103,30,55938.0,3300.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-206
"CALIFORNIA, SOUTHERN",2015-194,HOUSTON,O'BRIEN,DRUGS - ILLEGAL,EO,D,42125.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,552.0,69,"16,574","2,541",111000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-195,HOUSTON,O'BRIEN,DRUGS - ILLEGAL,EO,D,42125.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,91.0,23,"2,741","1,879",,,,,,,,,RELATED TO NO. 2015-194,RELATED TO NO. 2015-194
"CALIFORNIA, SOUTHERN",2015-196,HOUSTON,O'BRIEN,DRUGS - ILLEGAL,EO,D,42125.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,108.0,43,"3,257","1,105",,,,,,,,,RELATED TO NO. 2015-194,RELATED TO NO. 2015-194
"CALIFORNIA, SOUTHERN",2015-197,ANELLO,BITKOWER,DRUGS - ILLEGAL,WC,D,42132.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-198,ANELLO,BITKOWER,DRUGS - ILLEGAL,WC,D,42132.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,5558128.0,3061426.0,,,,,,,,
"CALIFORNIA, SOUTHERN",2015-199,ANELLO,BITKOWER,DRUGS - ILLEGAL,WC,D,42132.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-200,LORENZ,,NARCOTICS,TX,D,42103.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,739.0,418,"42,911","8,736",244970.0,5264.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-202,BENCIVENGO,O'BRIEN,NARCOTICS,"WC,AP",D,42159.0,30.0,0.0,30.0,INSTALLED AND USED,7.0,0.0,,0,0,752.0,752.0,0.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-204,BATTAGLIA,,NARCOTICS,"WC,TX",D,42138.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,129.0,83,"3,742","1,808",59611.0,6950.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-205,ANELLO,BITKOWER,DRUGS - ILLEGAL,WC,D,42151.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-206,BENITEZ,,NARCOTICS,"WC,TX",D,42157.0,30.0,0.0,30.0,INSTALLED AND USED,18.0,47.0,22,857,713,27066.0,1750.0,12.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-208,HAYES,O'BRIEN,DRUGS - ILLEGAL,"TX,EO",D,42171.0,30.0,0.0,30.0,INSTALLED AND USED,5.0,45.0,15,229,46,41844.0,1013.0,,,,,,,RELATED TO NO. 2016-294,
"CALIFORNIA, SOUTHERN",2015-209,HOUSTON,O'BRIEN,DRUGS - ILLEGAL,EO,D,42164.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,3.0,3,44,2,,,2.0,,,,,,RELATED TO NO. 2015-194,RELATED TO NO. 2015-194
"CALIFORNIA, SOUTHERN",2015-210,ANELLO,BITKOWER,DRUGS - ILLEGAL,WC,D,42151.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-211,ANELLO,BITKOWER,DRUGS - ILLEGAL,WC,D,42151.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-212,SAMMARTINO,BLANCO,NARCOTICS,WC,D,42138.0,30.0,1.0,60.0,INSTALLED AND USED,48.0,174.0,,"8,363","2,795",76848.0,2570.0,7.0,0.0,,,,3.0,,
"CALIFORNIA, SOUTHERN",2015-213,HAYES,O'BRIEN,DRUGS - ILLEGAL,"TX,EO",D,42128.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,143.0,62,"2,871",931,41844.0,1013.0,,,,,,,RELATED TO NO. 2016-294,
"CALIFORNIA, SOUTHERN",2015-214,BENCIVENGO,O'BRIEN,NARCOTICS,"WC,EO",D,42159.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,,229,120,33370.0,752.0,0.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-215,BENCIVENGO,BLANCO,NARCOTICS,"WC,AP",D,42159.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,258.0,,"7,768","2,762",33370.0,752.0,0.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-216,SAMMARTINO,SUH,NARCOTICS,"WC,AP",D,42117.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,90.0,,"5,435","3,731",76304.0,2026.0,0.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-217,ANELLO,BITKOWER,NARCOTICS,WC,D,42125.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,107.0,32,"6,436","5,248",,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-218,HOUSTON,O'BRIEN,DRUGS - ILLEGAL,EO,D,42164.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,133.0,25,"3,999","2,221",,,2.0,,,,,,RELATED TO NO. 2015-194,RELATED TO NO. 2015-194
"CALIFORNIA, SOUTHERN",2015-219,HOUSTON,O'BRIEN,DRUGS - ILLEGAL,EO,D,42164.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,36.0,21,"1,109",757,,,2.0,,,,,,RELATED TO NO. 2015-194,RELATED TO NO. 2015-194
"CALIFORNIA, SOUTHERN",2015-220,ANELLO,O'BRIEN,NARCOTICS,WC,D,42164.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,167.0,27,"4,858","4,542",,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-221,HUFF,,DRUGS - ILLEGAL,WC,D,42177.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,183.0,95,"3,477",942,34638.0,1700.0,21.0,,,,,,,RELATED TO NO. 2015-290
"CALIFORNIA, SOUTHERN",2015-222,ANELLO,BLANCO,NARCOTICS,WC,D,42125.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,70.0,22,"4,214","4,100",,,0.0,0.0,,,,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-223,ANELLO,O'BRIEN,NARCOTICS,WC,D,42164.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,90.0,12,"2,638","2,537",,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-224,ANELLO,O'BRIEN,NARCOTICS,WC,D,42164.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,108.0,25,"3,146","2,816",,,2.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-225,HAYES,O'BRIEN,DRUGS - ILLEGAL,"TX,EO",D,42093.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,190.0,18,"17,136","7,205",41844.0,1013.0,2.0,,,,,2.0,RELATED TO NO. 2016-294,
"CALIFORNIA, SOUTHERN",2015-226,BASHANT,BLANCO,NARCOTICS,WC,D,42185.0,30.0,0.0,30.0,INSTALLED AND USED,16.0,34.0,,544,14,18009.0,1700.0,0.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-227,SAMMARTINO,BLANCO,NARCOTICS,"WC,AP",D,42200.0,30.0,0.0,30.0,INSTALLED AND USED,7.0,13.0,,97,60,8906.0,752.0,0.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-228,ANELLO,O'BRIEN,NARCOTICS,WC,D,42198.0,30.0,0.0,30.0,INSTALLED AND USED,11.0,45.0,8,502,0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-229,ANELLO,BITKOWER,DRUGS - ILLEGAL,WC,D,42181.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-230,ANELLO,O'BRIEN,DRUGS - ILLEGAL,AP,D,42066.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,215.0,,"19,436","6,764",147506.0,3039.0,,,,,,,,
"CALIFORNIA, SOUTHERN",2015-231,ANELLO,O'BRIEN,NARCOTICS,WC,D,42198.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,55.0,7,"1,679",0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-232,ANELLO,BITKOWER,NARCOTICS,WC,D,42125.0,30.0,2.0,90.0,INSTALLED AND USED,89.0,206.0,15,"18,348","12,234",,,1.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-233,ANELLO,O'BRIEN,NARCOTICS,WC,D,42198.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,216.0,21,"6,500","4,995",,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-234,ANELLO,BITKOWER,DRUGS - ILLEGAL,WC,D,42200.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-235,SAMMARTINO,BLANCO,NARCOTICS,"WC,AP",D,42200.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,,307,125,33370.0,752.0,2.0,0.0,,,,2.0,,
"CALIFORNIA, SOUTHERN",2015-236,BENCIVENGO,O'BRIEN,NARCOTICS,"WC,EO",D,42159.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,55.0,,"3,344","2,478",67001.0,1765.0,0.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-237,SAMMARTINO,BLANCO,NARCOTICS,"WC,EO",D,42200.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,94.0,,"2,841",673,33370.0,752.0,0.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-238,SAMMARTINO,BLANCO,NARCOTICS,"WC,AP",D,42200.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,154.0,,"4,632","3,722",33631.0,1013.0,0.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-239,BENCIVENGO,O'BRIEN,NARCOTICS,"WC,AP",D,42159.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,172.0,,"10,334","8,395",67262.0,2026.0,3.0,0.0,,,,0.0,,
"CALIFORNIA, SOUTHERN",2015-240,BENITEZ,BITKOWER,DRUGS - ILLEGAL,WC,D,42212.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,,RELATED TO NO. 2015-198
"CALIFORNIA, SOUTHERN",2015-241,HOUSTON,O'BRIEN,DRUGS - ILLEGAL,EO,D,42219.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,0.0,1,6,0,,,2.0,,,,,,RELATED TO NO. 2015-194,RELATED TO NO. 2015-194
"CALIFORNIA, SOUTHERN",2015-242,HOUSTON,O'BRIEN,DRUGS - ILLEGAL,EO,D,42219.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,6.0,11,181,61,,,2.0,,,,,,RELATED TO NO. 2015-194,RELATED TO NO. 2015-194
"CALIFORNIA, SOUTHERN",2015-244,ANELLO,,NARCOTICS,WC,D,42216.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,6.0,11,194,18,27518.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-245,HOUSTON,O'BRIEN,DRUGS - ILLEGAL,EO,D,42219.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,848.0,320,"25,469","1,994",,,2.0,,,,,,RELATED TO NO. 2015-194,RELATED TO NO. 2015-194
"CALIFORNIA, SOUTHERN",2015-246,ANELLO,O'BRIEN,NARCOTICS,WC,D,42198.0,30.0,1.0,60.0,INSTALLED AND USED,54.0,49.0,12,"2,682","2,546",,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-248,BATTAGLIA,,NARCOTICS,"WC,TX",D,42221.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,44232.0,4950.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-249,ANELLO,BLANCO,NARCOTICS,WC,D,42237.0,30.0,0.0,30.0,INSTALLED AND USED,18.0,1.0,7,27,27,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-250,ANELLO,O'BRIEN,NARCOTICS,WC,D,42198.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,120.0,26,"7,258","5,383",,,1.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-251,ANELLO,O'BRIEN,NARCOTICS,WC,D,42164.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,134.0,45,"12,060","9,915",,,1.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-252,ANELLO,BITKOWER,DRUGS - ILLEGAL,WC,D,42236.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-253,ANELLO,BLANCO,NARCOTICS,WC,D,42237.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,66.0,12,"1,922",862,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-254,ANELLO,BLANCO,NARCOTICS,WC,D,42237.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,18.0,3,566,537,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-255,ANELLO,BLANCO,NARCOTICS,WC,D,42237.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,32.0,12,961,546,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-256,ANELLO,BITKOWER,DRUGS - ILLEGAL,WC,D,42236.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-257,ANELLO,BITKOWER,DRUGS - ILLEGAL,WC,D,42236.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-258,ANELLO,O'BRIEN,NARCOTICS,WC,D,41963.0,30.0,5.0,180.0,INSTALLED AND USED,162.0,54.0,86,"8,864","5,284",,,1.0,0.0,0.0,0.0,0.0,0.0,,
"CALIFORNIA, SOUTHERN",2015-259,HUFF,,DRUGS - ILLEGAL,"WC,TX",D,42250.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,71.0,133,"2,143","1,370",52853.0,1285.0,21.0,,,,,,,RELATED TO NO. 2015-290
"CALIFORNIA, SOUTHERN",2015-260,ANELLO,O'BRIEN,NARCOTICS,WC,D,42268.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,38.0,12,498,470,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-261,ANELLO,O'BRIEN,NARCOTICS,WC,D,42164.0,30.0,3.0,120.0,INSTALLED AND USED,115.0,58.0,43,"6,720","5,716",,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-262,ANELLO,BLANCO,NARCOTICS,WC,D,42268.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,85.0,14,"1,195","1,135",,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-263,ANELLO,BITKOWER,DRUGS - ILLEGAL,WC,D,42255.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-264,BENITEZ,BITKOWER,DRUGS - ILLEGAL,WC,D,42255.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-265,BENITEZ,BITKOWER,DRUGS - ILLEGAL,WC,D,42255.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-266,BENITEZ,BITKOWER,DRUGS - ILLEGAL,WC,D,42255.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-267,BENITEZ,BITKOWER,DRUGS - ILLEGAL,WC,D,42255.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,,,,,,,,,RELATED TO NO. 2015-198,
"CALIFORNIA, SOUTHERN",2015-268,ANELLO,O'BRIEN,DRUGS - ILLEGAL,AP,D,42262.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,69.0,,"2,071","1,411",,,,,,,,,,
"CALIFORNIA, SOUTHERN",2015-269,ANELLO,O'BRIEN,NARCOTICS,WC,D,42268.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,85.0,30,"2,401","2,323",,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-270,ANELLO,O'BRIEN,NARCOTICS,WC,D,42268.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,55.0,7,"1,611","1,428",,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-271,ANELLO,BLANCO,NARCOTICS,WC,D,42268.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,39.0,14,"1,155","1,012",,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-272,ANELLO,O'BRIEN,NARCOTICS,WC,D,42268.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,98.0,77,"2,969","2,852",,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-179,
"CALIFORNIA, SOUTHERN",2015-273,HOUSTON,O'BRIEN,DRUGS - ILLEGAL,EO,D,42279.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,317.0,26,"9,514","2,817",,,2.0,,,,,,RELATED TO NO. 2015-274,RELATED TO NO. 2015-274
"CALIFORNIA, SOUTHERN",2015-274,HOUSTON,O'BRIEN,DRUGS - ILLEGAL,EO,D,42279.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,122.0,13,"3,668","2,753",102800.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
