"Wiretap Table B-1. State Courts
Report of Court-Authorized Intercepts of Wire, Oral, or Electronic Communications Pursuant to 18 U.S.C. 2519
COLORADO,21ST JUDICIAL DISTRICT (MESA),2017-70491,TIMBREZA,RUBINSTEIN,CONSPIRACY,"TX,WC",D,42810.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,1,0,15661.0,0.0,13.0,1.0,0.0,1.0,0.0,12.0,,RELATED TO NO. 2017-70487
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70566,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43164.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70567,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43164.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70568,EGELHOFF,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43182.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70571,EGELHOFF,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43182.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70572,EGELHOFF,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43182.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70573,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43227.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70574,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43227.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70575,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43227.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70576,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43287.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70577,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43258.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70578,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43272.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70581,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43284.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70582,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43284.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70583,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43284.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70584,BRONFIN,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43301.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70585,BRONFIN,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43301.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70587,BRONFIN,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43301.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70590,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43385.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70591,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43417.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70592,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43417.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70593,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43448.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70594,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43448.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70596,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43104.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70597,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43104.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70598,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43104.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70599,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43126.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70600,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43126.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70601,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43126.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70974,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43176.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,0.0,0,0,0,4492.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70975,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43176.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,1.0,4,38,16,12139.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70976,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43176.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,3.0,14,150,105,31101.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70977,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43241.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,1.0,20,88,64,34244.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70978,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43305.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70979,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43005.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,0,161,0,839,22666.0,1875.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70980,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43042.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,1.0,6,54,17,18098.0,625.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70981,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43054.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,0,92,0,834,43615.0,5000.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70982,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43042.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,1.0,8,35,21,14000.0,1600.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70983,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43042.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,2.0,10,92,74,6341.0,1600.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70984,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43090.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,6.0,26,165,38,22401.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70985,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43117.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,6.0,53,173,74,24839.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70986,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43138.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,11.0,29,658,577,30739.0,625.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-70987,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43167.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,0,84,0,514,31531.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71021,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43203.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71022,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43230.0,30.0,2.0,90.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71023,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43230.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71024,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43252.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71025,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43279.0,30.0,1.0,60.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71026,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43313.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71027,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43313.0,30.0,1.0,60.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71041,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43291.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71042,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43291.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71043,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43300.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71044,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43308.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71045,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43154.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71046,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43176.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71047,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43209.0,30.0,1.0,60.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71048,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43209.0,30.0,1.0,60.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71049,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43227.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71050,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43227.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71051,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43239.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71052,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43259.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71053,MARTINEZ,BRAUN,CONSPIRACY,WC,D,43269.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,8,59,49,24470.0,3400.0,0,0,0.0,0.0,0.0,0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71079,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43176.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,28.0,45,848,591,35700.0,1700.0,18.0,0.0,0.0,0.0,0.0,1.0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71222,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43104.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0,98,0,825,72125.0,4125.0,18.0,0.0,0.0,0.0,0.0,1.0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71238,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43272.0,30.0,0.0,30.0,INSTALLED AND USED,5.0,3.0,0,16,0,7365.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71247,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43348.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,8.0,23,232,217,34625.0,625.0,18.0,0.0,0.0,0.0,0.0,1.0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71250,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43176.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,8.0,7,227,181,34625.0,625.0,18.0,0.0,0.0,0.0,0.0,1.0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71306,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43272.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,9.0,32,256,185,35700.0,1700.0,18.0,0.0,0.0,0.0,0.0,1.0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71330,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43348.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,25.0,55,742,560,34650.0,650.0,18.0,0.0,0.0,0.0,0.0,1.0,,
COLORADO,2ND JUDICIAL DISTRICT (DENVER),2018-71342,MARTINEZ,ANGEL,DRUGS - ILLEGAL,"TX,WC",D,43104.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,22.0,51,667,555,34625.0,625.0,18.0,0.0,0.0,0.0,0.0,1.0,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2018-69021,BAIN,MAY,NARCOTICS,"TX,WC",D,43139.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,4.0,0,60,0,12404.0,1600.0,3.0,0.0,0.0,0.0,0.0,2.0,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2018-77431,BAIN,MAY,NARCOTICS,"EO,TX,WC",D,42971.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,0,63,0,767,0,0,0,0,0.0,0.0,0.0,0,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2018-77432,BAIN,MAY,NARCOTICS,"EO,TX,WC",D,43070.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,55,0,0,0,0,0,0,0.0,0.0,0.0,0,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2018-77433,BAIN,MAY,NARCOTICS,"EO,TX,WC",D,43088.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,0.0,0,2,0,10240.0,1600.0,0.0,0,0.0,0.0,0.0,0,,
COLORADO,4TH JUDICIAL DISTRICT (EL PASO),2018-77434,BAIN,MAY,NARCOTICS,"EO,TX,WC",D,43088.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,0,15,0,143,10240.0,1600.0,0.0,0,0.0,0.0,0.0,0,,
COLORADO,8TH JUDICIAL DISTRICT (JACKSON/LARIMER),2018-70393,HOWARD,RIEDEL,DRUGS - ILLEGAL,"OM,TX,WC",D,43257.0,30.0,1.0,60.0,INSTALLED AND USED,51.0,0,370,0,0,32500.0,2500.0,20.0,0.0,0.0,0.0,0.0,4.0,,
COLORADO,8TH JUDICIAL DISTRICT (JACKSON/LARIMER),2018-70394,HOWARD,RIEDEL,DRUGS - ILLEGAL,"OM,TX,WC",D,43255.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,35.0,64,983,187,32500.0,2500.0,20.0,0.0,0.0,0.0,0.0,4.0,,
COLORADO,8TH JUDICIAL DISTRICT (JACKSON/LARIMER),2018-70395,HOWARD,RIEDEL,DRUGS - ILLEGAL,"OM,TX,WC",D,43272.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,103,0,0,32500.0,2500.0,20.0,0.0,0.0,0.0,0.0,4.0,,
COLORADO,8TH JUDICIAL DISTRICT (JACKSON/LARIMER),2018-71207,HOWARD,RIEDEL,DRUGS - ILLEGAL,WC,D,43257.0,30.0,1.0,60.0,INSTALLED AND USED,8.0,0,46,0,255,0,0,28.0,0,0.0,0.0,0.0,0.0,,
COLORADO,8TH JUDICIAL DISTRICT (JACKSON/LARIMER),2018-71255,HOWARD,RIEDEL,DRUGS - ILLEGAL,"OM,TX,WC",D,43257.0,30.0,1.0,60.0,INSTALLED AND USED,51.0,0,370,0,0,32500.0,2500.0,20.0,0.0,0.0,0.0,0.0,4.0,,
COLORADO,8TH JUDICIAL DISTRICT (JACKSON/LARIMER),2018-71271,HOWARD,RIEDEL,DRUGS - ILLEGAL,"OM,TX,WC",D,43255.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,35.0,64,983,187,32500.0,2500.0,20.0,0.0,0.0,0.0,0.0,4.0,,
COLORADO,8TH JUDICIAL DISTRICT (JACKSON/LARIMER),2018-71334,HOWARD,RIEDEL,DRUGS - ILLEGAL,"OM,TX,WC",D,43272.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,35.0,64,983,187,32500.0,2500.0,20.0,0.0,0.0,0.0,0.0,4.0,,
COLORADO,8TH JUDICIAL DISTRICT (JACKSON/LARIMER),2018-71346,HOWARD,RIEDEL,DRUGS - ILLEGAL,WC,D,43272.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,35.0,64,983,187,32500.0,2500.0,20.0,0.0,0.0,0.0,0.0,4.0,,
COLORADO,8TH JUDICIAL DISTRICT (JACKSON/LARIMER),2018-71347,HOWARD,RIEDEL,DRUGS - ILLEGAL,WC,D,43255.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,35.0,64,983,187,32500.0,2500.0,20.0,0.0,0.0,0.0,0.0,4.0,,
CONNECTICUT,NEW BRITAIN,2018-70207,ALEXANDER,PLATT,NARCOTICS,"TX,WC",D,43206.0,15.0,1.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FLORIDA,10TH JUDICIAL CIRCUIT (POLK),2018-71223,JACOBSEN,HAAS,NARCOTICS,"TX,WC",D,43300.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,16.0,11,469,71,36000.0,5000.0,0.0,0,0.0,0.0,0.0,0,,
FLORIDA,12TH JUDICIAL CIRCUIT (SARASOTA),2018-70942,ROBERTS,COX,NARCOTICS,"OO,TX,WC",D,43220.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70943,
FLORIDA,12TH JUDICIAL CIRCUIT (SARASOTA),2018-70943,ROBERTS,COX,NARCOTICS,"OO,TX,WC",D,43220.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,0,128,0,0,94994.0,850.0,4.0,0.0,0.0,0.0,0.0,0.0,,
FLORIDA,17TH JUDICIAL CIRCUIT (BROWARD),2018-70906,SIEGEL,COX,DRUGS - PRESCRIPTION,"TX,WC",D,43242.0,30.0,1.0,60.0,INSTALLED AND USED,30.0,0,77,0,492,0,0,8.0,0.0,0.0,0.0,0.0,0.0,,
FLORIDA,17TH JUDICIAL CIRCUIT (BROWARD),2018-70907,SIEGEL,COX,DRUGS - PRESCRIPTION,"TX,WC",D,43300.0,30.0,0.0,30.0,INSTALLED AND USED,9.0,0,17,0,204,0,0,8.0,0.0,0.0,0.0,0.0,0.0,,
FLORIDA,17TH JUDICIAL CIRCUIT (BROWARD),2018-70920,SIEGEL,COX,RACKETEERING,"TX,WC",D,43354.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
FLORIDA,17TH JUDICIAL CIRCUIT (BROWARD),2018-70921,SIEGEL,COX,RACKETEERING,"TX,WC",D,43300.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
FLORIDA,17TH JUDICIAL CIRCUIT (BROWARD),2018-70922,SIEGEL,COX,RACKETEERING,"TX,WC",D,43379.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
FLORIDA,17TH JUDICIAL CIRCUIT (BROWARD),2018-70930,SIEGEL,SCOTT,RACKETEERING,"AP,EE,OM,TX,WC",D,43413.0,30.0,0.0,30.0,INSTALLED AND USED,22.0,0,244,0,505,0,0,0,0,0.0,0.0,0.0,0,,
FLORIDA,17TH JUDICIAL CIRCUIT (BROWARD),2018-70931,SIEGEL,SCOTT,RACKETEERING,"AP,EE,OM,TX,WC",D,43402.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,45,0,241,0,0,0,0,0.0,0.0,0.0,0,,
FLORIDA,18TH JUDICIAL CIRCUIT (BREVARD/SEMINOLE),2018-69239,EARP,ARCHER,CONSPIRACY,WC,D,43431.0,20.0,0.0,0.0,INSTALLED AND USED,20.0,218.0,126,"4,361","1,139",0,0,0.0,0,0.0,0.0,0.0,0.0,,
FLORIDA,18TH JUDICIAL CIRCUIT (BREVARD/SEMINOLE),2018-70864,GALLUZZO,ARCHER,RACKETEERING,"TX,WC",D,43349.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,890,0,0,45000.0,5000.0,19.0,0,0.0,0.0,0.0,0.0,,
FLORIDA,18TH JUDICIAL CIRCUIT (BREVARD/SEMINOLE),2018-70901,GALLUZZO,ARCHER,RACKETEERING,"TX,WC",D,43377.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0,0,0,0,45000.0,5000.0,19.0,0,0.0,0.0,0.0,0.0,,
FLORIDA,18TH JUDICIAL CIRCUIT (BREVARD/SEMINOLE),2018-70998,GALLUZZO,ARCHER,RACKETEERING,"TX,WC",D,43406.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,203,0,320,45000.0,5000.0,19.0,0,0.0,0.0,0.0,0.0,,
FLORIDA,18TH JUDICIAL CIRCUIT (BREVARD/SEMINOLE),2018-71034,GALLUZZO,ARCHER,RACKETEERING,"TX,WC",D,43320.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,27.0,178,822,33,45000.0,5000.0,19.0,0,0.0,0.0,0.0,0.0,,
